taxlevel	rankID	taxon	daughterlevels	total	01_dcm_SernOcean	02_surface_SernOcean	03_meso_SPacific	04_surface_NAtlantic	05_dcm_SPacific	06_surface_SPacific
3	0.3.6.1	Holozoa	2	19	3	0	4	7	3	2
4	0.3.6.1.1	Holozoa_unclassified	1	1	0	0	1	0	0	0
5	0.3.6.1.1.1	Holozoa_unclassified	1	1	0	0	1	0	0	0
6	0.3.6.1.1.1.1	unclassified	0	1	0	0	1	0	0	0
4	0.3.6.1.2	Metazoa	1	18	3	0	3	7	3	2
5	0.3.6.1.2.1	Animalia	4	18	3	0	3	7	3	2
6	0.3.6.1.2.1.1	Cnidaria	0	1	0	0	0	0	1	0
6	0.3.6.1.2.1.2	Mollusca	0	1	0	0	0	1	0	0
6	0.3.6.1.2.1.3	Urochordata	0	1	0	0	0	1	0	0
6	0.3.6.1.2.1.4	unclassified	0	15	3	0	3	5	2	2
3	0.3.6.2	Nucletmycea	2	24	3	4	3	6	5	3
4	0.3.6.2.1	Fungi	3	21	3	3	3	4	5	3
5	0.3.6.2.1.1	Dikarya	2	5	0	0	3	1	1	0
6	0.3.6.2.1.1.1	Ascomycota	0	4	0	0	2	1	1	0
6	0.3.6.2.1.1.2	unclassified	0	1	0	0	1	0	0	0
5	0.3.6.2.1.2	Fungi_unclassified	1	13	2	1	0	3	4	3
6	0.3.6.2.1.2.1	unclassified	0	13	2	1	0	3	4	3
5	0.3.6.2.1.3	Glomeromycota	1	3	1	2	0	0	0	0
6	0.3.6.2.1.3.1	Incertae_Sedis	0	3	1	2	0	0	0	0
4	0.3.6.2.2	Nucletmycea_unclassified	1	3	0	1	0	2	0	0
5	0.3.6.2.2.1	Nucletmycea_unclassified	1	3	0	1	0	2	0	0
6	0.3.6.2.2.1.1	unclassified	0	3	0	1	0	2	0	0
3	0.3.6.3	Opisthokonta_unclassified	1	9	4	0	0	4	0	1
4	0.3.6.3.1	Opisthokonta_unclassified	1	9	4	0	0	4	0	1
5	0.3.6.3.1.1	Opisthokonta_unclassified	1	9	4	0	0	4	0	1
6	0.3.6.3.1.1.1	unclassified	0	9	4	0	0	4	0	1
2	0.3.7	SAR	4	337	100	97	27	52	26	35
3	0.3.7.1	Alveolata	3	181	55	51	20	18	19	18
4	0.3.7.1.1	Alveolata_unclassified	1	17	4	5	0	3	4	1
5	0.3.7.1.1.1	Alveolata_unclassified	1	17	4	5	0	3	4	1
6	0.3.7.1.1.1.1	unclassified	0	17	4	5	0	3	4	1
4	0.3.7.1.2	Ciliophora	1	52	28	21	1	2	0	0
5	0.3.7.1.2.1	Intramacronucleata	3	52	28	21	1	2	0	0
6	0.3.7.1.2.1.1	Litostomatea	0	1	1	0	0	0	0	0
6	0.3.7.1.2.1.2	Spirotrichea	0	37	19	15	1	2	0	0
6	0.3.7.1.2.1.3	unclassified	0	14	8	6	0	0	0	0
4	0.3.7.1.3	Dinoflagellata	2	112	23	25	19	13	15	17
5	0.3.7.1.3.1	Dinoflagellata_unclassified	1	9	1	0	4	2	1	1
6	0.3.7.1.3.1.1	unclassified	0	9	1	0	4	2	1	1
5	0.3.7.1.3.2	Dinophyceae	4	103	22	25	15	11	14	16
6	0.3.7.1.3.2.1	Gymnodiniphycidae	0	20	1	9	3	2	2	3
6	0.3.7.1.3.2.2	Peridiniphycidae	0	19	10	4	0	1	0	4
6	0.3.7.1.3.2.3	Prorocentrales	0	4	2	1	1	0	0	0
6	0.3.7.1.3.2.4	unclassified	0	60	9	11	11	8	12	9
3	0.3.7.2	Rhizaria	1	1	0	0	1	0	0	0
4	0.3.7.2.1	Retaria	1	1	0	0	1	0	0	0
5	0.3.7.2.1.1	Foraminifera	1	1	0	0	1	0	0	0
6	0.3.7.2.1.1.1	Globothalamea	0	1	0	0	1	0	0	0
3	0.3.7.3	SAR_unclassified	1	42	16	16	2	3	2	3
4	0.3.7.3.1	SAR_unclassified	1	42	16	16	2	3	2	3
5	0.3.7.3.1.1	SAR_unclassified	1	42	16	16	2	3	2	3
6	0.3.7.3.1.1.1	unclassified	0	42	16	16	2	3	2	3
3	0.3.7.4	Stramenopiles	3	113	29	30	4	31	5	14
4	0.3.7.4.1	Ochrophyta	5	90	18	22	4	29	3	14
5	0.3.7.4.1.1	Chrysophyceae	3	7	0	3	2	1	0	1
6	0.3.7.4.1.1.1	Ochromonadales	0	3	0	0	2	0	0	1
6	0.3.7.4.1.1.2	Synurales	0	1	0	1	0	0	0	0
6	0.3.7.4.1.1.3	unclassified	0	3	0	2	0	1	0	0
5	0.3.7.4.1.2	Diatomea	3	4	0	4	0	0	0	0
6	0.3.7.4.1.2.1	Bacillariophytina	0	1	0	1	0	0	0	0
6	0.3.7.4.1.2.2	Coscinodiscophytina	0	1	0	1	0	0	0	0
6	0.3.7.4.1.2.3	unclassified	0	2	0	2	0	0	0	0
5	0.3.7.4.1.3	Eustigmatales	1	7	1	1	1	4	0	0
6	0.3.7.4.1.3.1	Nannochloropsis	0	7	1	1	1	4	0	0
5	0.3.7.4.1.4	Ochrophyta_unclassified	1	64	15	11	1	22	3	12
6	0.3.7.4.1.4.1	unclassified	0	64	15	11	1	22	3	12
5	0.3.7.4.1.5	Pelagophyceae	1	8	2	3	0	2	0	1
6	0.3.7.4.1.5.1	Sarcinochrysidales	0	8	2	3	0	2	0	1
4	0.3.7.4.2	Peronosporomycetes	1	4	2	2	0	0	0	0
5	0.3.7.4.2.1	Aplanopsis	1	4	2	2	0	0	0	0
6	0.3.7.4.2.1.1	unclassified	0	4	2	2	0	0	0	0
4	0.3.7.4.3	Stramenopiles_unclassified	1	19	9	6	0	2	2	0
5	0.3.7.4.3.1	Stramenopiles_unclassified	1	19	9	6	0	2	2	0
6	0.3.7.4.3.1.1	unclassified	0	19	9	6	0	2	2	0
1	0.4	unknown	1	1372	193	193	281	282	234	189
2	0.4.1	unknown_unclassified	1	1372	193	193	281	282	234	189
3	0.4.1.1	unknown_unclassified	1	1372	193	193	281	282	234	189
4	0.4.1.1.1	unknown_unclassified	1	1372	193	193	281	282	234	189
5	0.4.1.1.1.1	unknown_unclassified	1	1372	193	193	281	282	234	189
6	0.4.1.1.1.1.1	unclassified	0	1372	193	193	281	282	234	189
